"INDEX2","chat gpt"
"1418","Main aapki situation ko poori tarah samajhta hoon."
"1419","And I appreciate your honesty."
"1420","Aur main aapki imaandari ki sarahna karta hoon."
"1421","To better serve you, can I have your email address or login name?"
"1422","Aapki behtar seva ke liye, kya main aapka email address ya login name le sakta hoon?"
"1423","I truly hope so too."
"1424","Main bhi sach mein aasha karta hoon."
"1425","Thank you again for your understanding."
"1426","Aapki samajhdari ke liye phir se dhanyawaad."
"1427","I'll be in touch tomorrow."
"1428","Main kal aap se sampark karunga."
"1429","And I hope your day starts looking up from here."
"1430","Aur main aasha karta hoon ki aapka din ab se behtar hona shuru ho jayega."
"1431","Our jeans tend to run true to size."
"1432","Hamare jeans aam taur par size ke hisaab se fit hote hain."
"1433","But if you're not sure, we do offer a size guide on our website."
"1434","Lekin agar aapko sure nahi hain, to hum apni website par size guide bhi provide karte hain."
"1435","That you can use as a reference."
"1436","Jise aap reference ke roop mein istemal kar sakte hain"
"1437","I would be happy to assist you with that."
"1438","Main ismein aapki madad karne ke liye khushi se tayar hoon."
"1439","Could you provide me with your policy number?"
"1440","Kya aap mujhe apna policy number de sakte hain?"
"1441","So I can pull up your specific plan details."
"1442","Taaki main aapke specific plan details dekh sakoon."
"1443","Mary, if you have any questions or concerns during this period."
"1444","Mary, agar aapko is dauran koi sawal ya chinta ho."
"1445","Please feel free to reach out to us."
"1446","Kripya humse sampark karne mein hichkichayein mat."
"1447","Do you have any other questions?"
"1448","Kya aapke paas koi aur sawal hain?"
"1449","Your password will need to be at least eight characters."
"1450","Aapka password kam se kam aath characters ka hona chahiye."
"1451","However, it must include one or more capital letters."
"1452","Lekin, ismein ek ya zyada capital letters hone chahiye."
"1453","And a special symbol."
"1454","Aur ek special symbol bhi hona chahiye."
"1455","I understand it might be a SIM card issue."
"1456","Main samajhta hoon ki yeh SIM card ka issue ho sakta hai."
"1457","Can you please power off your phone?"
"1458","Kya aap apna phone band kar sakte hain?"
"1459","Remove the SIM card and then reinsert it carefully."
"1460","SIM card ko nikaaliye aur phir usse dhyan se dobara laga lijiye."
"1461","Okay, let's check your network settings."
"1462","Theek hai, chaliye aapke network settings check karte hain."
"1463","Can you go to settings and then Network?"
"1464","Kya aap settings mein jaa kar Network option par click kar sakte hain?"
"1465","To ensure Wi-Fi and mobile data are both enabled."
"1466","Taaki yeh confirm ho sake ki Wi-Fi aur mobile data dono enabled hain."
"1467","Thank you for confirming the spelling of the street name."
"1468","Street name ke spelling confirm karne ke liye dhanyawaad."
"1469","I will make a note about not confusing it with South Bow Dumbarton Way."
"1470","Main yeh note kar lunga ki isse South Bow Dumbarton Way ke saath confuse na kiya jaye."
"1471","Can you please provide your name?"
"1472","Kya aap apna naam de sakte hain?"
"1473","The last four digits of your credit card number?"
"1474","Aapke credit card number ke aakhri chaar digits?"
"1475","And the security code on the back of your card?"
"1476","Aur aapke card ke piche ka security code?"
"1477","I appreciate your patience, Mr. Roberts."
"1478","Main aapki sabr ki kadar karta hoon, Mr. Roberts."
"1479","It does appear there was an error in the meter reading."
"1480","Yeh lagta hai ki meter reading mein koi galti thi."
"1481","Which caused the bill to be higher."
"1482","Jiski wajah se bill zyada aaya."
"1483","I understand your frustration and I do apologize for the delay."
"1484","Main aapki nirasha samajhta hoon aur der ke liye maafi chahta hoon."
"1485","Let me check the status of your order."
"1486","Main aapke order ka status check karta hoon."
"1487","Please hold on for a moment."
"1488","Kripya ek pal ke liye ruk jaiye."
"1489","Thank you, Ms. Goodheart."
"1490","Dhanyawaad, Ms. Goodheart."
"1491","Next, could you please provide me with a transaction date?"
"1492","Agla, kya aap mujhe transaction ki tareekh de sakte hain?"
"1493","The merchant's name and the transaction amount?"
"1494","Merchant ka naam aur transaction ka amount?"
"1495","Could you please provide me with your order number?"
"1496","Kya aap mujhe apna order number de sakte hain?"
"1497","And the model of the smartphone you received instead of the one you ordered?"
"1498","Aur jo smartphone aapne order kiya tha uske bajaye jo aapne receive kiya hai uska model?"
"1499","Of course, I'd be happy to help you with that."
"1500","Bilkul, main aapki madad karne ke liye khushi se tayar hoon."
"1501","Can you provide me with your policy number?"
"1502","Kya aap mujhe apna policy number de sakte hain?"
"1503","And the date of the claim in question?"
"1504","Aur jis claim ki baat ho rahi hai, uski tareekh?"
"1505","I am sorry to hear that."
"1506","Mujhe yeh sun kar dukh hua."
"1507","And I do understand."
"1508","Aur main samajhta hoon."
"1509","Do you happen to have a stateside address?"
"1510","Kya aapke paas koi aisa address hai jo hum aapko final statement bhej sakein?"
"1511","Where we can send your final statement?"
"1512","Jahan hum aapka final statement bhej sakein?"
"1513","Let me see."
"1514","Chaliye dekhte hain."
"1515","Based on our credit and payment history with us."
"1516","Hamare credit aur payment history ke adhar par."
"1517","We have decided to increase your credit limit to ten thousand dollars."
"1518","Humne aapka credit limit dus hazaar dollars tak badhane ka faisla kiya hai."
"1519","We want to help you as much as possible."
"1520","Hum aapki jitni madad kar sakte hain utni karna chahte hain."
"1521","Could I please have your credit card number?"
"1522","Kya mujhe aapka credit card number de sakte hain?"
"1523","So I can confirm your account information."
"1524","Taaki main aapke account ki jaankari confirm kar sakoon."
"1525","Good."
"1526","Accha."
"1527","Now let's try resetting your network settings."
"1528","Ab hum aapke network settings reset karne ki koshish karte hain."
"1529","This won't delete your data."
"1530","Isse aapka data delete nahi hoga."
"1531","But it will reset network-related preferences."
"1532","Lekin yeh network se jude preferences ko reset kar dega."
"1533","That sounds like a wonderful place to live, Miss Gupta."
"1534","Yeh sunne mein ek shandar jagah lagti hai rehne ke liye, Miss Gupta."
"1535","Would you like to keep this purchase on the credit card we have on file?"
"1536","Kya aap chahenge ki yeh purchase humare paas file mein jo credit card hai us par rakha jaye?"
"1537","And see if there are any technical issues we might be able to resolve on our end."
"1538","Aur dekhte hain ki kya koi technical issues hain jo hum apne end par resolve kar sakte hain."
"1539","May I have your account number, please?"
"1540","Kya mujhe aapka account number mil sakta hai, please?"
"1541","I would like to remind you."
"1542","Main aapko yaad dilana chahta hoon."
"1543","The airlines recommend."
"1544","Airlines yeh salah deti hain."
"1545","You arrive at least 90 minutes before your flight departs."
"1546","Aap apni flight ke udan bharne se kam se kam 90 minutes pehle pahunch jaayein."
"1547","Just to confirm."
"1548","Sirf confirm karne ke liye."
"1549","The morning pickup will be at 10:30 AM."
"1550","Subah ka pickup 10:30 baje hoga."
"1551","The afternoon pickup at Trinity Park will be at 5 PM."
"1552","Dopahar ka pickup Trinity Park par 5 baje hoga."
"1553","You're welcome."
"1554","Aapka swaagat hai."
"1555","If you have any other questions or concerns."
"1556","Agar aapke paas koi aur sawal ya chinta ho."
"1557","Please don't hesitate to call us back."
"1558","Kripya hichkichaye bina humein wapas call karein."
"1559","Have a nice day."
"1560","Aapka din shubh ho."
"1561","Thank you, sir."
"1562","Dhanyavaad, sir."
"1563","One more thing..."
"1564","Ek aur baat..."
"1565","Would you mind staying on to answer a brief survey?"
"1566","Kya aap thodi der ruk kar ek chhoti si survey ka jawab dena pasand karenge?"
"1567","After our call is completed?"
"1568","Jab hamari call samapt ho jaye?"
"1569","I show that it is pending."
"1570","Mujhe dikh raha hai ki yeh pending hai."
"1571","However, I don't see any hold on it."
"1572","Lekin mujhe is par koi hold nahi dikh raha hai."
"1573","So it should be available within the next 24 hours."
"1574","Isliye yeh agle 24 ghanton ke andar available hona chahiye."
"1575","You're welcome."
"1576","Aapka swaagat hai."
"1577","I'll transfer your call."
"1578","Main aapki call transfer kar raha hoon."
"1579","Thank you for choosing Single Step Credit Card Company."
"1580","Single Step Credit Card Company ko chunne ke liye dhanyavaad."
"1581","Have a great day."
"1582","Aapka din accha ho"
"1583","You're welcome."
"1584","Aapka swaagat hai."
"1585","If you have any further questions."
"1586","Agar aapke paas koi aur sawal ho."
"1587","Or need assistance in the future."
"1588","Ya bhavishya mein madad ki zarurat ho."
"1589","Feel free to reach out to us."
"1590","Hichkichaye bina humein sampark karein."
"1591","Have a look under Settings."
"1592","Settings ke neeche dekhein."
"1593","Then choose Accounts."
"1594","Phir Accounts ko chuneyin."
"1595","And set your email, calendar, and contact apps to sync data."
"1596","Aur apne email, calendar, aur contact apps ko data sync karne ke liye set karein."
"1597","Your home network and workplace should have passwords."
"1598","Aapke ghar ke network aur workplace par passwords hone chahiye."
"1599","However, I cannot guarantee that it will be 100% secure."
"1600","Lekin main is baat ki guarantee nahi de sakta ki yeh 100% surakshit hoga."
"1601","Have received all of the necessary documents."
"1602","Humein saari zaruri documents mil gayi hain."
"1603","We will review the claim."
"1604","Hum claim ko review karenge."
"1605","And process it as quickly as possible."
"1606","Aur ise jitni jaldi ho sake process karenge."
"1607","If you order the dress today, it will certainly arrive in time."
"1608","Agar aap aaj dress order karte hain, toh yeh time par pahunch jayega."
"1609","Would you like me to place the order for you?"
"1610","Kya aap chahenge ki main aapke liye order place kar doon?"
"1611","Hello sir, thank you for your patience."
"1612","Hello sir, aapki sabr ke liye dhanyavaad."
"1613","Could I walk you through a few steps in the settings on your phone?"
"1614","Kya main aapko aapke phone ke settings mein kuch steps dikhake samjha sakta hoon?"
"1615","Of course sir, I understand."
"1616","Bilkul sir, main samajh gaya hoon."
"1617","I can make a note to re-evaluate your service."
"1618","Main aapke service ko dobara evaluate karne ke liye note bana sakta hoon."
"1619","Near the end of the 3-month period."
"1620","3 mahine ke period ke end ke aas-paas."
"1621","Thank you, Miss Lee."
"1622","Dhanyavaad, Miss Lee."
"1623","Could you tell me more about your situation?"
"1624","Kya aap mujhe apni situation ke baare mein zyada bata sakti hain?"
"1625","And why you're unable to make your payment?"
"1626","Aur kyun aap apna payment nahi kar pa rahi hain?"
"1627","Thank you, Mr. McDaniel."
"1628","Dhanyavaad, Mr. McDaniel."
"1629","I will update your account."
"1630","Main aapka account update karunga."
"1631","You should see the changes within the next 24 hours."
"1632","Aapko agle 24 ghanto ke andar changes dikhai denge."
"1633","I can't even remember which one I have."
"1634","Mujhe yaad bhi nahi aa raha ki maine kaunsa liya hai."
"1635","Uh, yes, you are registered for our premium high-definition service."
"1636","Haan, aap humari premium high-definition service ke liye registered hain."
"1637","I see the discrepancy in your bill."
"1638","Mujhe aapke bill mein farq dikh raha hai."
"1639","And I apologize for any error."
"1640","Aur main kisi bhi galti ke liye khed vyakt karta hoon."
"1641","Let me correct that for you right away."
"1642","Main turant aapke liye usse sahi kar deta hoon."
"1643","It was my pleasure."
"1644","Mujhe khushi hui."
"1645","Thank you for choosing Single Step Life Insurance Company."
"1646","Single Step Life Insurance Company ko chunne ke liye dhanyavaad."
"1647","Enjoy the rest of your day."
"1648","Aap apne din ka baaki hissa enjoy karein."
"1649","And also build cash value over time."
"1650","Aur waqt ke saath cash value bhi build hoti hai."
"1651","You can borrow against the cash value."
"1652","Aap cash value ke against loan le sakte hain."
"1653","Or withdraw it for any reason."
"1654","Ya aap ise kisi bhi wajah se withdraw kar sakte hain."
"1655","Kya aap kripya mujhe apna khaata number pradaan kar sakte hain?"
"1656","Can you please provide me with your account number?"
"1657","Ya apni sadasyata se juda email pata pradaan kar sakte hain?"
"1658","Or can you provide the email address associated with your membership?"
"1659","I'm sorry to hear that you're facing budget constraints."
"1660","Mujhe yeh sunke khed hai ki aap budget ki kathinaiyon ka samna kar rahe hain."
"1661","We value your loyalty as a longtime subscriber."
"1662","Hum aapki wafadari ko ek lambi samay tak subscriber hone ke roop mein maante hain."
"1663","I'll be glad to assist you with that."
"1664","Main ismein aapki madad karne ke liye khush hoon."
"1665","To access your account, first I'll need your account number."
"1666","Aapke account ko access karne ke liye, pehle mujhe aapka account number chahiye hoga."
"1667","Please."
"1668","Kripya."
"1669","Of course, I can most certainly help you with that."
"1670","Bilkul, main aapki madad zaroor kar sakta hoon."
"1671","Could you please provide your name?"
"1672","Kya aap apna naam de sakte hain?"
"1673","And policy number?"
"1674","Aur policy number?"
"1675","Here we are, let's see."
"1676","Yeh lo, chaliye dekhte hain."
"1677","Yes, it does show that your data usage has increased over the past three months."
"1678","Haan, yeh dikhata hai ki pichle teen mahino mein aapka data usage badha hai."
"1679","We do apologize for the inconvenience."
"1680","Hum aapko pareshani ke liye khed vyakt karte hain."
"1681","However, the longer passwords do offer an added layer of security."
"1682","Lekin, lambi passwords zyada security ka ek extra layer deti hain."
"1683","May I ask if they are able to stand up?"
"1684","Kya main pooch sakta hoon ki kya woh khade ho sakte hain?"
"1685","While the driver places the wheelchair into the back of the van?"
"1686","Jab driver wheelchair ko van ke pichle hissa mein rakhta hai?"
"1687","I understand how inconvenient that can be."
"1688","Main samajhta hoon ki yeh kitna pareshani ka ho sakta hai."
"1689","Could you please provide me with your service request number?"
"1690","Kya aap kripya mujhe apna service request number de sakte hain?"
"1691","I can make a request to the warehouse to send us an update."
"1692","Main warehouse ko ek request bhej sakta hoon ki wo humein update bheje."
"1693","Then we can call you with the information."
"1694","Phir hum aapko uss information ke saath call kar sakte hain."
"1695","Let me just pull up this other screen."
"1696","Main bas dusri screen khol leta hoon."
"1697","Just a sec."
"1698","Ek second."
"1699","The current price for the slim plan is $39 per month."
"1700","Slim plan ka current price $39 per month hai."
"1701","I can understand your frustration, sir."
"1702","Main aapki naraazgi samajh sakta hoon, sir."
"1703","Please check for the email updates from our shipping department."
"1704","Kripya hamare shipping department se email updates check karein."
"1705","Yes, you are able to do that."
"1706","Haan, aap yeh kar sakte hain."
"1707","Whole life insurance policies are designed to provide lifelong protection."
"1708","Whole life insurance policies ko aise design kiya gaya hai ki yeh poori zindagi ke liye suraksha pradan karein."
"1709","Thank you for that."
"1710","Uske liye dhanyavaad."
"1711","Let me just retrieve your account information."
"1712","Main bas aapka account information retrieve kar leta hoon."
"1713","This should only take a few seconds."
"1714","Ismein bas kuch seconds lagenge."
"1715","Of course, I can help you with that."
"1716","Bilkul, main aapki madad kar sakta hoon."
"1717","Could you please provide me with the date and time for the pickup?"
"1718","Kya aap kripya pickup ke liye date aur time de sakte hain?"
"1719","I'm so sorry to hear you had to go through all that."
"1720","Mujhe bahut khed hai yeh sunke ki aapko yeh sab jhelna pada."
"1721","We will certainly help you dispute this purchase."
"1722","Hum zaroor aapki is kharidari ko dispute karne mein madad karenge."
"1723","That service does happen to be our most expensive service."
"1724","Woh service hamari sabse mehengi service hai."
"1725","Currently, you're paying $229.99 per month."
"1726","Filhaal, aap $229.99 per month de rahe hain."
"1727","Thank you, Miss Howell."
"1728","Dhanyavaad, Miss Howell."
"1729","Oh, I think we have you in our system."
"1730","Oh, mujhe lagta hai humne aapka data apne system mein daala hua hai."
"1731","Are you still living on Mockingbird Lane?"
"1732","Kya aap abhi bhi Mockingbird Lane par reh rahe hain?"
"1733","We can do to improve your experience."
"1734","Hum aapke anubhav ko sudharne ke liye kya kar sakte hain?"
"1735","Could you please share what specific issues you've been facing?"
"1736","Kya aap kripya bata sakte hain ki aapko kaunse specific issues ka samna ho raha hai?"
"1737","You will need to bring the phone into one of our authorized repair stores."
"1738","Aapko phone ko hamare kisi authorized repair store mein le jaana hoga."
"1739","Along with a picture ID."
"1740","Aur apna picture ID bhi saath mein lana hoga."
"1741","We've expedited the delivery."
"1742","Humne delivery ko tez kar diya hai."
"1743","A technician will be at your home tomorrow to complete the repair."
"1744","Ek technician kal aapke ghar aayega repair complete karne ke liye."
"1745","If you live anywhere in the Continental US."
"1746","Agar aap Continental US ke kisi bhi hisse mein rehte hain."
"1747","Our products will take no more than four days to arrive."
"1748","Hamare products ko aane mein zyada se zyada chaar din lagenge."
"1749","Sir, if you click on that button."
"1750","Sir, agar aap us button par click karte hain."
"1751","It should show you which apps use the most data on your smartphone."
"1752","Yeh aapko dikhayega ki kaunse apps aapke smartphone par sabse zyada data use karte hain."
"1753","Thank you, Mr. Douglas."
"1754","Dhanyavaad, Mr. Douglas."
"1755","What questions do you have regarding your health insurance plan?"
"1756","Aapke health insurance plan ke baare mein aapke kya sawal hain?"
"1757","And coverage?"
"1758","Aur coverage ke baare mein?"
"1759","Thank you, Mr. Patchen."
"1760","Dhanyavaad, Mr. Patchen."
"1761","What is the primary phone number that will be associated with this account?"
"1762","Is account se jude hue primary phone number kya hai?"
"1763","Absolutely, I can help you with that."
"1764","Bilkul, main aapki madad kar sakta hoon."
"1765","May I ask if you are looking for a plan that offers more data?"
"1766","Kya main pooch sakta hoon ki kya aap aise plan ki talash mein hain jo zyada data de?"
"1767","That should help you, Mr. English."
"1768","Yeh aapki madad karega, Mr. English."
"1769","If you follow those steps, it should lower your monthly data usage."
"1770","Agar aap un steps ko follow karte hain, toh yeh aapka monthly data usage kam kar dega."
"1771","We've expedited the delivery."
"1772","Humne delivery ko tez kar diya hai."
"1773","A technician will be at your home tomorrow to complete the repair."
"1774","Ek technician kal aapke ghar aayega repair complete karne ke liye."
"1775","If you live anywhere in the Continental US."
"1776","Agar aap Continental US ke kisi bhi hisse mein rehte hain."
"1777","Our products will take no more than four days to arrive."
"1778","Hamare products ko aane mein zyada se zyada chaar din lagenge."
"1779","Sir, if you click on that button."
"1780","Sir, agar aap us button par click karte hain."
"1781","It should show you which apps use the most data on your smartphone."
"1782","Yeh aapko dikhayega ki kaunse apps aapke smartphone par sabse zyada data use karte hain."
"1783","Thank you, Mr. Douglas."
"1784","Dhanyavaad, Mr. Douglas."
"1785","What questions do you have regarding your health insurance plan?"
"1786","Aapke health insurance plan ke baare mein aapke kya sawal hain?"
"1787","And coverage?"
"1788","Aur coverage ke baare mein?"
"1789","Thank you, Mr. Patchen."
"1790","Dhanyavaad, Mr. Patchen."
"1791","What is the primary phone number that will be associated with this account?"
"1792","Is account se jude huye primary phone number kya hain?"
"1793","Absolutely, I can help you with that."
"1794","Bilkul, main aapki madad kar sakta hoon."
"1795","May I ask if you are looking for a plan that offers more data?"
"1796","Kya main pooch sakta hoon ki kya aap aise plan ki talash mein hain jo zyada data de?"
"1797","That should help you, Mr. English."
"1798","Yeh aapki madad karega, Mr. English."
"1799","If you follow those steps, it should lower your monthly data usage."
"1800","Agar aap un steps ko follow karte hain, toh yeh aapka monthly data usage kam kar dega."
"1801","It varies by the merchant."
"1802","Yeh merchant ke hisaab se alag hota hai."
"1803","But the credit should appear in your account within five to seven days."
"1804","Lekin credit aapke account mein paanch se saat din ke andar dikhai dena chahiye."
"1805","Thank you, Miss Robertson."
"1806","Dhanyavaad, Miss Robertson."
"1807","One more thing for verification purposes."
"1808","Ek aur baat, verification ke liye."
"1809","May I have your favorite color?"
"1810","Kya main aapka favorite color le sakta hoon?"
"1811","Thank you for that information."
"1812","Us information ke liye dhanyavaad."
"1813","And approximately what time would you like the pickups scheduled?"
"1814","Aur lagbhag kis samay aap pickup schedule karwana chahenge?"
"1815","Thank you for that."
"1816","Uske liye dhanyavaad."
"1817","Just to confirm, that will be a 34 waist and a 30-inch length."
"1818","Bas confirm karne ke liye, yeh 34 waist aur 30-inch length hoga."
"1819","Is that correct?"
"1820","Kya yeh sahi hai?"
"1821","Thank you, Miss Stone."
"1822","Dhanyavaad, Miss Stone."
"1823","Also, may I confirm your email address?"
"1824","Aur, kya main aapka email address confirm kar sakta hoon?"
"1825","So I can send you the shipping label."
"1826","Taaki main aapko shipping label bhej sakoon."
"1827","I completely understand your concern, sir."
"1828","Main aapki chinta ko puri tarah samajhta hoon, sir."
"1829","We'll make sure to resolve this billing issue promptly."
"1830","Hum is billing issue ko jaldi se solve karne ka dhyaan rakhenge."
"1831","Ms. McLennan, is there any chance a family member could have used your phone?"
"1832","Ms. McLennan, kya koi family member ne aapka phone use kiya ho sakta hai?"
"1833","To place these calls?"
"1834","In calls ko place karne ke liye?"
"1835","I see."
"1836","Samajh gaya."
"1837","I'll remove the charges for you."
"1838","Main aapke liye charges hata dunga."
"1839","And a credit will appear on your next billing statement."
"1840","Aur ek credit aapke agle billing statement par dikhai dega."
"1841","Thank you, Mr. Butler."
"1842","Dhanyavaad, Mr. Butler."
"1843","One more thing, for security purposes."
"1844","Ek aur baat, security ke liye."
"1845","May I have your mother's maiden name?"
"1846","Kya main aapki maa ka maiden name le sakta hoon?"
"1847","Yes, sir, you can put me on speaker phone."
"1848","Haan, sir, aap mujhe speaker phone par rakh sakte hain."
"1849","And still be able to check the settings on your phone."
"1850","Aur phir bhi aap apne phone ke settings check kar sakte hain."
"1851","Which still offers a reasonable amount of data for browsing."
"1852","Jo abhi bhi browsing ke liye ek uchit matra mein data deta hai."
"1853","While also reducing monthly fees."
"1854","Aur saath hi monthly fees ko bhi kam karta hai."
"1855","Let me see."
"1856","Mujhe dekhne dijiye."
"1857","If your calendar, contacts, and email sync every 15 minutes."
"1858","Agar aapka calendar, contacts, aur email har 15 minute mein sync hote hain."
"1859","That may drain your data."
"1860","Yeh aapka data khatam kar sakta hai."
"1861","I will send you a text message."
"1862","Main aapko ek text message bhejunga."
"1863","With a listing of those repair stores."
"1864","Usme un repair stores ki listing hogi."
"1865","In just a little while."
"1866","Thodi der mein."
"1867","Thank you for that information."
"1868","Us information ke liye dhanyavaad."
"1869","And could you please confirm your first and last name for me?"
"1870","Aur kya aap apna pehla aur akhri naam mere liye confirm kar sakte hain?"
"1871","Thank you, Mr. Patchen."
"1872","Dhanyavaad, Mr. Patchen."
"1873","We will email you a contract."
"1874","Hum aapko ek contract email karenge."
"1875","That you will need to print, sign, and scan."
"1876","Jise aapko print, sign, aur scan karna hoga."
"1877","Will there be anyone else at home?"
"1878","Kya ghar par koi aur hoga?"
"1879","That might be able to wait for the technician to finish?"
"1880","Jo technician ke khatam hone tak ruk sake?"
"1881","I'm glad as well, sir."
"1882","  Main bhi khush hoon, sir."
"1883","Thank you again for calling Gold Coast Electric."
"1884","  Gold Coast Electric ko call karne ke liye phir se dhanyavaad."
"1885","Have a wonderful day."
"1886","  Aapka din shandaar rahe"
"1887","No, that won't be necessary, Miss Stapleton."
"1888","  Nahin, yeh zaroori nahi hoga, Miss Stapleton."
"1889","I'll look into the billing discrepancy for you."
"1890","  Main aapke liye billing ki galti ko dekh lunga."
"1891","Let me see."
"1892","  Mujhe dekhne dijiye."
"1893","You bought this phone at our Novato store."
"1894","  Aapne yeh phone hamare Novato store se kharida hai."
"1895","You have the full insurance package."
"1896","  Aapke paas full insurance package hai."
"1897","Mujhe dar hai ki hamen radd kie gae khaaton ke lie bhee ek kaagajee prati bhejanee hogee."
"1898","Mujhe dar hai."
"1899","  Mujhe lagta hai ki yeh ho sakta hai."
"1900","Ki hamen radd kie gae khaaton ke lie bhee ek kaagajee prati bhejanee hogee."
"1901","  Ki humein cancel kiye gaye accounts ke liye bhi ek paper copy bhejni padegi."
"1902","Thank you so much again. My name is Lawrence, and it has been a pleasure helping you today."
"1903","Thank you so much again."
"1904","  Phir se bahut-bahut shukriya."
"1905","My name is Lawrence."
"1906","  Mera naam Lawrence hai."
"1907","It has been a pleasure helping you today."
"1908","  Aaj aapki madad karke mujhe khushi hui."
"1909","Okay, destination City Hospital."
"1910","  Thik hai, destination City Hospital hai."
"1911","We will send the vehicle to your address at 2:30 tomorrow."
"1912","  Hum kal 2:30 baje aapke address par gaadi bhejenge."
"1913","Thanks, your new card will go out later today."
"1914","  Dhanyavaad, aapka naya card aaj ke baad bheja jayega."
"1915","It should arrive within five business days."
"1916","  Yeh paanch working dinon ke andar pahunch jana chahiye."
"1917","There seems to be a problem with that card number."
"1918","  Aisa lagta hai ki us card number ke saath koi samasya hai."
"1919","May I just confirm the number with you?"
"1920","  Kya main aapke saath number confirm kar sakta hoon?"
"1921","Here we are for verification purposes."
"1922","  Hum yahaan verification ke liye hain."
"1923","Could you please confirm your first and last name?"
"1924","  Kya aap apna pehla aur akhri naam confirm kar sakte hain?"
"1925","Thank you, Mr. Patchen."
"1926","  Dhanyavaad, Mr. Patchen."
"1927","You are all set."
"1928","  Aapka sab kuch tayar hai."
"1929","Your electric service should start on Wednesday."
"1930","  Aapki bijli seva budhwar se shuru honi chahiye"
"1931","Would you mind staying on the line?"
"1932","  Kya aap line par bane rehne mein koi aitraaz karenge?"
"1933","To answer a brief survey after our call is completed?"
"1934","  Taaki hamari call ke baad ek chhoti si survey ka jawab de saken?"
"1935","That will be fine."
"1936","  Ye theek rahega."
"1937","And what time would you like the driver to arrive for the return home?"
"1938","  Aur wapas ghar ke liye aap driver ko kis samay aane ke liye kehna chahenge?"
"1939","Sure."
"1940","  Bilkul."
"1941","According to our records, your current balance is one thousand five hundred dollars."
"1942","  Hamare records ke mutabik, aapka current balance ek hazaar paanch sau dollars hai."
"1943","Thank you so much."
"1944","  Bahut dhanyavaad."
"1945","My name is Marielle."
"1946","  Mera naam Marielle hai."
"1947","And once again, thank you for calling Buono Phone."
"1948","  Aur ek baar phir, Buono Phone ko call karne ke liye dhanyavaad."
"1949","Thank you, Miss Jackson."
"1950","  Dhanyavaad, Miss Jackson."
"1951","I'm going to check the status of your repair request right away."
"1952","  Main turant aapke repair request ka status check karne jaa raha hoon."
"1953","Thank you for that."
"1954","  Iske liye dhanyavaad."
"1955","If you check your email, there will be a link to reset your password."
"1956","  Agar aap apna email check karenge, toh wahan aapko apna password reset karne ke liye ek link milega."
"1957","Well, sir."
"1958","  Achha, sir."
"1959","An upgrade to the Globe Trotter plan will cost an additional $12.95 per month."
"1960","  Globe Trotter plan ka upgrade aapko har mahine $12.95 extra ka padega."
"1961","In order to process your request."
"1962","  Aapka request process karne ke liye."
"1963","I will need to confirm your account number."
"1964","  Mujhe aapka account number confirm karna hoga."
"1965","Regardless."
"1966","  Chahe kuch bhi ho."
"1967","Let's see if we can solve this problem right now."
"1968","  Chaliye dekhte hain ki kya hum abhi yeh samasya solve kar sakte hain."
"1969","Miss Jackson, please hold for a moment."
"1970","  Miss Jackson, kripya ek pal ke liye ruk jaiye."
"1971","Of course, I would be happy to look that up for you."
"1972","  Bilkul, main khushi se aapke liye yeh dekh lunga."
"1973","May I have your phone number, please?"
"1974","  Kya main aapka phone number le sakta hoon, kripya?"
"1975","Mr. Michael, a special symbol would be like a percent or a dollar sign."
"1976","  Mr. Michael, ek special symbol jaise ki percent ya dollar sign ho sakta hai."
"1977","Or the @ symbol."
"1978","  Ya phir @ symbol."
"1979","I will pass that along to our team."
"1980","  Main yeh hamare team ko bata dunga."
"1981","Is there anything else I can assist you with today?"
"1982","  Kya aaj main aapki aur koi madad kar sakta hoon?"
"1983","Thank you for that."
"1984","  Iske liye dhanyavaad."
"1985","Just a moment, let me just confirm the purchase."
"1986","  Ek pal, mujhe bas purchase confirm karne dijiye."
"1987","Yes, you are all set."
"1988","  Haan, aapka sab kuch tayar hai"
"1989","We recently upgraded our metering system."
"1990","  Humne haal hi mein apne metering system ko upgrade kiya hai."
"1991","So we have experienced a few minor glitches."
"1992","  Isliye humein kuch chhoti-moti problems ka samna hua hai."
"1993","Also, you may want to refrain from sending personal information."
"1994","  Saath hi, aapko personal information bhejne se bachna chahiye."
"1995","Using public networks."
"1996","  Public networks ka istemal karte hue."
"1997","I will certainly pass that along to our management team."
"1998","  Main zaroor yeh hamare management team ko bata dunga."
"1999","I appreciate your suggestion."
"2000","  Main aapke sujhav ki sarahna karta hoon."
"2001","One more thing, sir."
"2002","  Ek aur baat, sir."
"2003","May I have the three-digit security code on the back of the card?"
"2004","  Kya main card ke peeche ka three-digit security code le sakta hoon?"
"2005","You're welcome."
"2006","  Aapka swagat hai."
"2007","Thank you for choosing Singlest Step Mobile."
"2008","  Singlest Step Mobile ko chunne ke liye dhanyavaad."
"2009","Have a great day."
"2010","  Aapka din shandaar ho."
"2011","Goodbye."
"2012","  Alvida."
